contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-09-01,28,127.25,116.45,113.02,119.89,Wait
Q4_26,2026-09-01,28,127.25,120.23,115.65,124.81,Wait
Q4_26,2026-09-01,28,127.25,121.85,116.13,127.58,Wait
Q1_27,2026-09-01,30,106.25,102.6,99.74,105.47,Wait
Q1_27,2026-09-01,60,106.25,103.88,100.06,107.71,Neutral
Q1_27,2026-09-01,90,106.25,104.43,99.65,109.21,Neutral
Q2_27,2026-09-01,30,50.25,55.28,53.92,56.63,Potential Opportunity
Q2_27,2026-09-01,60,50.25,54.59,52.78,56.4,Potential Opportunity
Q2_27,2026-09-01,90,50.25,53.59,51.33,55.85,Potential Opportunity
YR27,2026-09-01,30,77.85,71.09,68.99,73.19,Wait
YR27,2026-09-01,60,77.85,73.46,70.65,76.26,Wait
YR27,2026-09-01,90,77.85,74.47,70.97,77.97,Wait
YR28,2026-09-01,30,58.75,57.3,55.72,58.89,Neutral
YR28,2026-09-01,60,58.75,57.81,55.69,59.92,Neutral
YR28,2026-09-01,90,58.75,58.03,55.38,60.67,Neutral
