contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-09,20,88.4,82.78,80.39,85.16,Wait
Q3_26,2026-06-09,20,88.4,84.75,81.56,87.93,Wait
Q3_26,2026-06-09,20,88.4,85.59,81.61,89.57,Wait
Q4_26,2026-06-09,30,92.8,86.39,83.89,88.9,Wait
Q4_26,2026-06-09,60,92.8,88.64,85.3,91.98,Wait
Q4_26,2026-06-09,90,92.8,89.6,85.42,93.77,Wait
Q1_27,2026-06-09,30,72.68,72.15,70.19,74.11,Neutral
Q1_27,2026-06-09,60,72.68,72.33,69.72,74.95,Neutral
Q1_27,2026-06-09,90,72.68,72.41,69.14,75.68,Neutral
Q2_27,2026-06-09,30,42.86,47.15,45.99,48.3,Potential Opportunity
Q2_27,2026-06-09,60,42.86,47.85,46.31,49.4,Potential Opportunity
Q2_27,2026-06-09,90,42.86,46.7,44.77,48.63,Potential Opportunity
YR27,2026-06-09,30,62.34,58.87,57.18,60.55,Wait
YR27,2026-06-09,60,62.34,60.08,57.84,62.33,Wait
YR27,2026-06-09,90,62.34,60.6,57.8,63.41,Neutral
YR28,2026-06-09,30,57.0,56.52,54.98,58.06,Neutral
YR28,2026-06-09,60,57.0,56.69,54.64,58.74,Neutral
YR28,2026-06-09,90,57.0,56.76,54.2,59.33,Neutral
