contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-04,25,88.25,82.57,80.18,84.95,Wait
Q3_26,2026-06-04,25,88.25,84.56,81.38,87.73,Wait
Q3_26,2026-06-04,25,88.25,85.41,81.44,89.38,Wait
Q4_26,2026-06-04,30,92.5,85.93,83.43,88.43,Wait
Q4_26,2026-06-04,60,92.5,88.23,84.9,91.56,Wait
Q4_26,2026-06-04,90,92.5,89.22,85.05,93.38,Wait
Q1_27,2026-06-04,30,78.64,74.84,72.72,76.97,Wait
Q1_27,2026-06-04,60,78.64,76.17,73.34,79.0,Wait
Q1_27,2026-06-04,90,78.64,76.74,73.2,80.28,Neutral
Q2_27,2026-06-04,30,41.8,45.98,44.85,47.11,Potential Opportunity
Q2_27,2026-06-04,60,41.8,45.47,43.97,46.97,Potential Opportunity
Q2_27,2026-06-04,90,41.8,44.62,42.74,46.5,Potential Opportunity
YR27,2026-06-04,30,62.2,58.24,56.56,59.92,Wait
YR27,2026-06-04,60,62.2,59.63,57.39,61.87,Wait
YR27,2026-06-04,90,62.2,60.22,57.42,63.02,Wait
YR28,2026-06-04,30,58.25,56.05,54.47,57.62,Wait
YR28,2026-06-04,60,58.25,56.82,54.72,58.91,Neutral
YR28,2026-06-04,90,58.25,57.15,54.53,59.77,Neutral
