contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-15,30,99.1,89.19,86.51,91.87,Wait
Q4_26,2026-07-15,60,99.1,91.34,87.77,94.91,Wait
Q4_26,2026-07-15,76,99.1,93.13,88.67,97.59,Wait
Q1_27,2026-07-15,30,76.0,72.78,70.73,74.83,Wait
Q1_27,2026-07-15,60,76.0,73.91,71.17,76.64,Neutral
Q1_27,2026-07-15,90,76.0,74.39,70.97,77.81,Neutral
Q2_27,2026-07-15,30,46.25,43.38,42.13,44.63,Wait
Q2_27,2026-07-15,60,46.25,44.38,42.72,46.05,Wait
Q2_27,2026-07-15,90,46.25,44.81,42.73,46.89,Wait
YR27,2026-07-15,30,65.5,61.32,59.55,63.08,Wait
YR27,2026-07-15,60,65.5,62.78,60.42,65.14,Wait
YR27,2026-07-15,90,65.5,63.41,60.46,66.36,Wait
YR28,2026-07-15,30,57.35,58.61,57.06,60.16,Neutral
YR28,2026-07-15,60,57.35,58.17,56.1,60.23,Neutral
YR28,2026-07-15,90,57.35,57.98,55.4,60.56,Neutral
