contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-27,30,114.3,102.87,99.78,105.96,Wait
Q4_26,2026-07-27,60,114.3,102.61,98.49,106.72,Wait
Q4_26,2026-07-27,64,114.3,105.31,100.16,110.45,Wait
Q1_27,2026-07-27,30,87.75,82.5,80.14,84.87,Wait
Q1_27,2026-07-27,60,87.75,84.34,81.18,87.5,Wait
Q1_27,2026-07-27,90,87.75,85.13,81.18,89.08,Neutral
Q2_27,2026-07-27,30,50.77,45.69,44.32,47.06,Wait
Q2_27,2026-07-27,60,50.77,45.93,44.1,47.76,Wait
Q2_27,2026-07-27,90,50.77,47.05,44.76,49.33,Wait
YR27,2026-07-27,30,70.9,63.81,61.9,65.72,Wait
YR27,2026-07-27,60,70.9,64.77,62.22,67.32,Wait
YR27,2026-07-27,90,70.9,66.18,62.99,69.37,Wait
YR28,2026-07-27,30,57.25,58.83,57.29,60.38,Neutral
YR28,2026-07-27,60,57.25,58.28,56.22,60.34,Neutral
YR28,2026-07-27,90,57.25,58.04,55.47,60.62,Neutral
