contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-08,30,78.05,70.25,68.14,72.35,Wait
Q3_26,2026-05-08,52,78.05,71.83,69.02,74.64,Wait
Q3_26,2026-05-08,52,78.05,73.27,69.76,76.78,Wait
Q4_26,2026-05-08,30,83.6,78.48,76.23,80.74,Wait
Q4_26,2026-05-08,60,83.6,80.27,77.26,83.28,Wait
Q4_26,2026-05-08,90,83.6,81.04,77.28,84.8,Wait
Q1_27,2026-05-08,30,69.43,64.94,63.06,66.81,Wait
Q1_27,2026-05-08,60,69.43,66.51,64.01,69.01,Wait
Q1_27,2026-05-08,90,69.43,67.18,64.06,70.31,Wait
Q2_27,2026-05-08,30,37.17,40.89,39.88,41.89,Potential Opportunity
Q2_27,2026-05-08,60,37.17,41.63,40.29,42.97,Potential Opportunity
Q2_27,2026-05-08,90,37.17,41.3,39.63,42.98,Potential Opportunity
YR27,2026-05-08,30,57.2,56.96,55.41,58.5,Neutral
YR27,2026-05-08,60,57.2,57.04,54.98,59.1,Neutral
YR27,2026-05-08,90,57.2,57.08,54.51,59.65,Neutral
YR28,2026-05-08,30,55.0,56.3,54.82,57.79,Neutral
YR28,2026-05-08,60,55.0,55.85,53.87,57.83,Neutral
YR28,2026-05-08,90,55.0,55.65,53.18,58.13,Neutral
