contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-04-21,30,73.6,67.42,65.43,69.41,Wait
Q3_26,2026-04-21,60,73.6,69.58,66.93,72.23,Wait
Q3_26,2026-04-21,69,73.6,70.51,67.2,73.82,Wait
Q4_26,2026-04-21,30,80.6,75.49,73.31,77.66,Wait
Q4_26,2026-04-21,60,80.6,77.28,74.37,80.18,Wait
Q4_26,2026-04-21,90,80.6,78.04,74.42,81.67,Wait
Q1_27,2026-04-21,30,70.25,77.28,75.38,79.17,Potential Opportunity
Q1_27,2026-04-21,60,70.25,78.68,76.15,81.21,Potential Opportunity
Q1_27,2026-04-21,90,70.25,80.79,77.63,83.95,Potential Opportunity
Q2_27,2026-04-21,30,36.54,40.19,39.21,41.18,Potential Opportunity
Q2_27,2026-04-21,60,36.54,40.92,39.61,42.24,Potential Opportunity
Q2_27,2026-04-21,90,36.54,42.02,40.38,43.67,Potential Opportunity
YR27,2026-04-21,30,56.6,57.51,55.98,59.04,Neutral
YR27,2026-04-21,60,56.6,57.19,55.15,59.23,Neutral
YR27,2026-04-21,90,56.6,57.05,54.51,59.6,Neutral
YR28,2026-04-21,30,54.75,56.71,55.24,58.19,Potential Opportunity
YR28,2026-04-21,60,54.75,56.03,54.06,58.0,Neutral
YR28,2026-04-21,90,54.75,55.73,53.27,58.2,Neutral
