contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-25,30,84.5,78.24,75.96,80.52,Wait
Q3_26,2026-05-25,35,84.5,80.43,77.39,83.47,Wait
Q3_26,2026-05-25,35,84.5,81.37,77.57,85.17,Wait
Q4_26,2026-05-25,30,87.0,81.37,79.02,83.72,Wait
Q4_26,2026-05-25,60,87.0,83.34,80.21,86.47,Wait
Q4_26,2026-05-25,90,87.0,84.18,80.27,88.1,Wait
Q1_27,2026-05-25,30,73.0,68.26,66.29,70.23,Wait
Q1_27,2026-05-25,60,73.0,69.92,67.29,72.55,Wait
Q1_27,2026-05-25,90,73.0,70.63,67.35,73.92,Wait
Q2_27,2026-05-25,30,40.27,44.3,43.21,45.38,Potential Opportunity
Q2_27,2026-05-25,60,40.27,42.97,41.52,44.42,Potential Opportunity
Q2_27,2026-05-25,90,40.27,42.35,40.54,44.16,Potential Opportunity
YR27,2026-05-25,30,59.6,57.76,56.15,59.37,Wait
YR27,2026-05-25,60,59.6,58.41,56.26,60.55,Neutral
YR27,2026-05-25,90,59.6,58.68,56.0,61.36,Neutral
YR28,2026-05-25,30,55.25,56.24,54.75,57.73,Neutral
YR28,2026-05-25,60,55.25,55.89,53.9,57.88,Neutral
YR28,2026-05-25,90,55.25,55.74,53.26,58.23,Neutral
