contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-09,30,93.5,84.15,81.63,86.67,Wait
Q4_26,2026-07-09,60,93.5,87.36,83.99,90.73,Wait
Q4_26,2026-07-09,82,93.5,88.78,84.57,92.98,Wait
Q1_27,2026-07-09,30,75.4,72.7,70.66,74.73,Wait
Q1_27,2026-07-09,60,75.4,73.64,70.93,76.36,Neutral
Q1_27,2026-07-09,90,75.4,74.05,70.66,77.44,Neutral
Q2_27,2026-07-09,30,47.23,46.11,44.84,47.39,Neutral
Q2_27,2026-07-09,60,47.23,46.5,44.8,48.2,Neutral
Q2_27,2026-07-09,90,47.23,46.67,44.55,48.8,Neutral
YR27,2026-07-09,30,63.95,62.52,60.79,64.25,Neutral
YR27,2026-07-09,60,63.95,63.02,60.72,65.32,Neutral
YR27,2026-07-09,90,63.95,63.23,60.36,66.11,Neutral
YR28,2026-07-09,30,56.85,59.37,57.83,60.9,Potential Opportunity
YR28,2026-07-09,60,56.85,58.49,56.44,60.53,Neutral
YR28,2026-07-09,90,56.85,58.11,55.55,60.67,Neutral
