contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-23,30,84.5,78.24,75.96,80.52,Wait
Q3_26,2026-05-23,37,84.5,80.43,77.39,83.48,Wait
Q3_26,2026-05-23,37,84.5,81.37,77.57,85.17,Wait
Q4_26,2026-05-23,30,87.0,81.4,79.05,83.75,Wait
Q4_26,2026-05-23,60,87.0,83.36,80.23,86.49,Wait
Q4_26,2026-05-23,90,87.0,84.2,80.28,88.11,Wait
Q1_27,2026-05-23,30,73.0,68.26,66.28,70.23,Wait
Q1_27,2026-05-23,60,73.0,69.92,67.29,72.54,Wait
Q1_27,2026-05-23,90,73.0,70.63,67.34,73.91,Wait
Q2_27,2026-05-23,30,40.27,44.3,43.21,45.38,Potential Opportunity
Q2_27,2026-05-23,60,40.27,42.94,41.49,44.39,Potential Opportunity
Q2_27,2026-05-23,90,40.27,42.33,40.52,44.14,Potential Opportunity
YR27,2026-05-23,30,59.6,57.8,56.19,59.41,Wait
YR27,2026-05-23,60,59.6,58.43,56.29,60.58,Neutral
YR27,2026-05-23,90,59.6,58.7,56.02,61.38,Neutral
YR28,2026-05-23,30,55.25,56.27,54.78,57.77,Neutral
YR28,2026-05-23,60,55.25,55.92,53.93,57.9,Neutral
YR28,2026-05-23,90,55.25,55.76,53.28,58.25,Neutral
