contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-26,30,83.0,78.81,76.57,81.05,Wait
Q3_26,2026-05-26,34,83.0,80.28,77.29,83.27,Wait
Q3_26,2026-05-26,34,83.0,80.91,77.17,84.64,Neutral
Q4_26,2026-05-26,30,87.0,81.45,79.1,83.8,Wait
Q4_26,2026-05-26,60,87.0,83.39,80.26,86.52,Wait
Q4_26,2026-05-26,90,87.0,84.22,80.31,88.14,Wait
Q1_27,2026-05-26,30,72.2,68.45,66.5,70.4,Wait
Q1_27,2026-05-26,60,72.2,69.76,67.16,72.36,Wait
Q1_27,2026-05-26,90,72.2,70.32,67.08,73.57,Neutral
Q2_27,2026-05-26,30,39.83,43.81,42.74,44.89,Potential Opportunity
Q2_27,2026-05-26,60,39.83,43.48,42.05,44.91,Potential Opportunity
Q2_27,2026-05-26,90,39.83,42.64,40.85,44.43,Potential Opportunity
YR27,2026-05-26,30,58.95,57.89,56.3,59.49,Neutral
YR27,2026-05-26,60,58.95,58.26,56.14,60.39,Neutral
YR27,2026-05-26,90,58.95,58.42,55.77,61.07,Neutral
YR28,2026-05-26,30,54.75,56.19,54.71,57.67,Neutral
YR28,2026-05-26,60,54.75,55.69,53.71,57.66,Neutral
YR28,2026-05-26,90,54.75,55.47,53.01,57.93,Neutral
