contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-09-15,14,155.46,139.91,135.72,144.11,Wait
Q4_26,2026-09-15,14,155.46,143.21,137.61,148.81,Wait
Q4_26,2026-09-15,14,155.46,146.04,139.04,153.03,Wait
Q1_27,2026-09-15,30,137.25,130.58,126.88,134.29,Wait
Q1_27,2026-09-15,60,137.25,132.92,127.97,137.86,Wait
Q1_27,2026-09-15,90,137.25,133.92,127.74,140.09,Neutral
Q2_27,2026-09-15,30,64.0,62.64,60.91,64.37,Neutral
Q2_27,2026-09-15,60,64.0,63.12,60.81,65.42,Neutral
Q2_27,2026-09-15,90,64.0,63.32,60.44,66.2,Neutral
YR27,2026-09-15,30,96.89,89.37,86.76,91.99,Wait
YR27,2026-09-15,60,96.89,92.0,88.52,95.49,Wait
YR27,2026-09-15,90,96.89,93.13,88.77,97.49,Wait
YR28,2026-09-15,30,67.25,60.52,58.71,62.34,Wait
YR28,2026-09-15,60,67.25,61.41,58.99,63.83,Wait
YR28,2026-09-15,90,67.25,62.76,59.73,65.78,Wait
