contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-04,30,86.65,81.66,79.33,84.0,Wait
Q4_26,2026-07-04,60,86.65,83.41,80.29,86.53,Wait
Q4_26,2026-07-04,87,86.65,84.16,80.26,88.06,Neutral
Q1_27,2026-07-04,30,72.6,68.51,66.55,70.47,Wait
Q1_27,2026-07-04,60,72.6,69.94,67.33,72.55,Wait
Q1_27,2026-07-04,90,72.6,70.55,67.29,73.82,Neutral
Q2_27,2026-07-04,30,43.5,43.53,42.36,44.71,Neutral
Q2_27,2026-07-04,60,43.5,43.52,41.96,45.09,Neutral
Q2_27,2026-07-04,90,43.5,43.52,41.56,45.47,Neutral
YR27,2026-07-04,30,61.1,61.84,60.19,63.49,Neutral
YR27,2026-07-04,60,61.1,61.58,59.38,63.78,Neutral
YR27,2026-07-04,90,61.1,61.47,58.72,64.22,Neutral
YR28,2026-07-04,30,57.4,59.36,57.81,60.91,Potential Opportunity
YR28,2026-07-04,60,57.4,58.67,56.61,60.74,Neutral
YR28,2026-07-04,90,57.4,58.38,55.8,60.96,Neutral
