contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-06-29,30,83.2,79.11,76.86,81.36,Wait
Q4_26,2026-06-29,60,83.2,80.54,77.55,83.54,Wait
Q4_26,2026-06-29,90,83.2,81.15,77.41,84.9,Neutral
Q1_27,2026-06-29,30,71.0,64.68,62.76,66.6,Wait
Q1_27,2026-06-29,60,71.0,66.89,64.34,69.45,Wait
Q1_27,2026-06-29,90,71.0,67.84,64.65,71.04,Wait
Q2_27,2026-06-29,30,41.3,38.38,37.27,39.5,Wait
Q2_27,2026-06-29,60,41.3,39.4,37.92,40.89,Wait
Q2_27,2026-06-29,90,41.3,39.84,37.98,41.7,Wait
YR27,2026-06-29,30,59.7,60.53,58.92,62.14,Neutral
YR27,2026-06-29,60,59.7,60.24,58.09,62.39,Neutral
YR27,2026-06-29,90,59.7,60.12,57.43,62.8,Neutral
YR28,2026-06-29,30,57.0,57.52,55.98,59.06,Neutral
YR28,2026-06-29,60,57.0,57.34,55.29,59.39,Neutral
YR28,2026-06-29,90,57.0,57.26,54.69,59.82,Neutral
