contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-10,30,78.5,70.65,68.53,72.77,Wait
Q3_26,2026-05-10,50,78.5,69.08,66.25,71.91,Wait
Q3_26,2026-05-10,50,78.5,69.91,66.38,73.44,Wait
Q4_26,2026-05-10,30,83.85,75.47,73.2,77.73,Wait
Q4_26,2026-05-10,60,83.85,76.26,73.24,79.28,Wait
Q4_26,2026-05-10,90,83.85,78.01,74.24,81.79,Wait
Q1_27,2026-05-10,30,69.98,62.98,61.09,64.87,Wait
Q1_27,2026-05-10,60,69.98,65.27,62.75,67.79,Wait
Q1_27,2026-05-10,90,69.98,66.35,63.21,69.5,Wait
Q2_27,2026-05-10,30,37.46,33.71,32.7,34.73,Wait
Q2_27,2026-05-10,60,37.46,32.96,31.62,34.31,Wait
Q2_27,2026-05-10,90,37.46,31.84,30.16,33.53,Wait
YR27,2026-05-10,30,57.65,56.78,55.22,58.34,Neutral
YR27,2026-05-10,60,57.65,57.08,55.01,59.16,Neutral
YR27,2026-05-10,90,57.65,57.21,54.62,59.81,Neutral
YR28,2026-05-10,30,55.0,56.35,54.86,57.83,Neutral
YR28,2026-05-10,60,55.0,55.88,53.9,57.86,Neutral
YR28,2026-05-10,90,55.0,55.67,53.2,58.15,Neutral
