contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-07,30,89.5,80.55,78.13,82.97,Wait
Q4_26,2026-07-07,60,89.5,78.76,75.54,81.98,Wait
Q4_26,2026-07-07,84,89.5,76.08,72.05,80.1,Wait
Q1_27,2026-07-07,30,73.75,66.38,64.38,68.37,Wait
Q1_27,2026-07-07,60,73.75,64.9,62.24,67.56,Wait
Q1_27,2026-07-07,90,73.75,62.69,59.37,66.01,Wait
Q2_27,2026-07-07,30,44.83,40.35,39.14,41.56,Wait
Q2_27,2026-07-07,60,44.83,39.45,37.84,41.06,Wait
Q2_27,2026-07-07,90,44.83,38.11,36.09,40.12,Wait
YR27,2026-07-07,30,62.5,62.04,60.35,63.72,Neutral
YR27,2026-07-07,60,62.5,62.2,59.95,64.45,Neutral
YR27,2026-07-07,90,62.5,62.27,59.46,65.08,Neutral
YR28,2026-07-07,30,56.3,57.27,55.74,58.79,Neutral
YR28,2026-07-07,60,56.3,56.93,54.9,58.95,Neutral
YR28,2026-07-07,90,56.3,56.78,54.25,59.32,Neutral
