contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-17,30,109.93,103.1,100.13,106.07,Wait
Q4_26,2026-08-17,43,109.93,105.49,101.53,109.45,Wait
Q4_26,2026-08-17,43,109.93,106.52,101.57,111.46,Wait
Q1_27,2026-08-17,30,89.75,91.73,89.31,94.15,Neutral
Q1_27,2026-08-17,60,89.75,91.04,87.81,94.27,Neutral
Q1_27,2026-08-17,90,89.75,90.74,86.7,94.78,Neutral
Q2_27,2026-08-17,30,48.64,53.32,52.0,54.63,Potential Opportunity
Q2_27,2026-08-17,60,48.64,51.68,49.93,53.43,Potential Opportunity
Q2_27,2026-08-17,90,48.64,50.98,48.79,53.17,Potential Opportunity
YR27,2026-08-17,30,71.75,66.0,64.06,67.94,Wait
YR27,2026-08-17,60,71.75,68.01,65.43,70.6,Wait
YR27,2026-08-17,90,71.75,68.88,65.65,72.1,Wait
YR28,2026-08-17,30,57.75,57.77,56.21,59.33,Neutral
YR28,2026-08-17,60,57.75,57.76,55.68,59.84,Neutral
YR28,2026-08-17,90,57.75,57.76,55.16,60.36,Neutral
