contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-28,1,79.95,75.14,72.98,77.3,Wait
Q3_26,2026-06-28,1,79.95,76.82,73.95,79.7,Wait
Q3_26,2026-06-28,1,79.95,77.55,73.95,81.14,Wait
Q4_26,2026-06-28,30,83.2,79.08,76.83,81.33,Wait
Q4_26,2026-06-28,60,83.2,80.52,77.53,83.52,Wait
Q4_26,2026-06-28,90,83.2,81.14,77.4,84.88,Neutral
Q1_27,2026-06-28,30,71.0,64.7,62.78,66.62,Wait
Q1_27,2026-06-28,60,71.0,66.9,64.35,69.46,Wait
Q1_27,2026-06-28,90,71.0,67.85,64.65,71.04,Wait
Q2_27,2026-06-28,30,41.3,38.45,37.34,39.57,Wait
Q2_27,2026-06-28,60,41.3,39.45,37.96,40.94,Wait
Q2_27,2026-06-28,90,41.3,39.88,38.02,41.74,Wait
YR27,2026-06-28,30,59.7,60.47,58.86,62.08,Neutral
YR27,2026-06-28,60,59.7,60.2,58.05,62.35,Neutral
YR27,2026-06-28,90,59.7,60.09,57.4,62.77,Neutral
YR28,2026-06-28,30,57.0,57.46,55.92,59.0,Neutral
YR28,2026-06-28,60,57.0,57.3,55.25,59.35,Neutral
YR28,2026-06-28,90,57.0,57.23,54.67,59.8,Neutral
