contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-21,30,115.3,105.59,102.47,108.7,Wait
Q4_26,2026-08-21,39,115.3,108.99,104.84,113.14,Wait
Q4_26,2026-08-21,39,115.3,110.44,105.25,115.63,Wait
Q1_27,2026-08-21,30,95.0,94.87,92.3,97.43,Neutral
Q1_27,2026-08-21,60,95.0,94.91,91.49,98.33,Neutral
Q1_27,2026-08-21,90,95.0,94.93,90.66,99.21,Neutral
Q2_27,2026-08-21,30,51.5,56.65,55.26,58.04,Potential Opportunity
Q2_27,2026-08-21,60,51.5,55.13,53.27,56.98,Potential Opportunity
Q2_27,2026-08-21,90,51.5,54.29,51.97,56.61,Potential Opportunity
YR27,2026-08-21,30,74.1,67.73,65.73,69.73,Wait
YR27,2026-08-21,60,74.1,69.96,67.29,72.63,Wait
YR27,2026-08-21,90,74.1,70.92,67.58,74.25,Wait
YR28,2026-08-21,30,58.6,57.5,55.92,59.08,Neutral
YR28,2026-08-21,60,58.6,57.88,55.78,59.99,Neutral
YR28,2026-08-21,90,58.6,58.05,55.41,60.69,Neutral
