contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-20,30,112.55,105.04,102.0,108.08,Wait
Q4_26,2026-08-20,40,112.55,107.67,103.62,111.72,Wait
Q4_26,2026-08-20,40,112.55,108.8,103.73,113.86,Wait
Q1_27,2026-08-20,30,91.25,93.99,91.52,96.45,Potential Opportunity
Q1_27,2026-08-20,60,91.25,93.03,89.74,96.31,Neutral
Q1_27,2026-08-20,90,91.25,92.62,88.51,96.73,Neutral
Q2_27,2026-08-20,30,50.0,55.0,53.65,56.35,Potential Opportunity
Q2_27,2026-08-20,60,50.0,54.94,53.14,56.74,Potential Opportunity
Q2_27,2026-08-20,90,50.0,53.8,51.55,56.05,Potential Opportunity
YR27,2026-08-20,30,72.8,68.8,66.83,70.76,Wait
YR27,2026-08-20,60,72.8,70.2,67.58,72.82,Wait
YR27,2026-08-20,90,72.8,70.8,67.52,74.08,Neutral
YR28,2026-08-20,30,58.0,58.18,56.62,59.75,Neutral
YR28,2026-08-20,60,58.0,58.12,56.03,60.21,Neutral
YR28,2026-08-20,90,58.0,58.09,55.48,60.7,Neutral
