contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-13,30,93.05,85.2,82.68,87.71,Wait
Q4_26,2026-07-13,60,93.05,87.94,84.6,91.29,Wait
Q4_26,2026-07-13,78,93.05,89.12,84.94,93.31,Wait
Q1_27,2026-07-13,30,75.25,73.04,71.01,75.08,Neutral
Q1_27,2026-07-13,60,75.25,73.82,71.11,76.53,Neutral
Q1_27,2026-07-13,90,75.25,74.15,70.76,77.53,Neutral
Q2_27,2026-07-13,30,45.0,46.52,45.3,47.73,Potential Opportunity
Q2_27,2026-07-13,60,45.0,45.99,44.37,47.61,Neutral
Q2_27,2026-07-13,90,45.0,45.76,43.73,47.78,Neutral
YR27,2026-07-13,30,63.95,62.15,60.42,63.88,Neutral
YR27,2026-07-13,60,63.95,62.78,60.48,65.08,Neutral
YR27,2026-07-13,90,63.95,63.05,60.17,65.93,Neutral
YR28,2026-07-13,30,57.05,59.13,57.59,60.67,Potential Opportunity
YR28,2026-07-13,60,57.05,58.4,56.35,60.46,Neutral
YR28,2026-07-13,90,57.05,58.09,55.53,60.66,Neutral
