contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-30,30,109.35,98.41,95.46,101.37,Wait
Q4_26,2026-07-30,60,109.35,100.09,96.15,104.02,Wait
Q4_26,2026-07-30,61,109.35,102.22,97.3,107.14,Wait
Q1_27,2026-07-30,30,85.0,76.66,74.36,78.95,Wait
Q1_27,2026-07-30,60,85.0,79.58,76.52,82.64,Wait
Q1_27,2026-07-30,90,85.0,80.83,77.0,84.65,Wait
Q2_27,2026-07-30,30,48.23,44.57,43.27,45.87,Wait
Q2_27,2026-07-30,60,48.23,45.85,44.11,47.59,Wait
Q2_27,2026-07-30,90,48.23,46.4,44.23,48.57,Wait
YR27,2026-07-30,30,67.3,61.82,60.01,63.64,Wait
YR27,2026-07-30,60,67.3,63.74,61.32,66.16,Wait
YR27,2026-07-30,90,67.3,64.56,61.53,67.59,Wait
YR28,2026-07-30,30,56.85,58.8,57.27,60.34,Potential Opportunity
YR28,2026-07-30,60,56.85,58.12,56.07,60.17,Neutral
YR28,2026-07-30,90,56.85,57.83,55.27,60.38,Neutral
