contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-21,8,82.7,78.96,76.73,81.19,Wait
Q3_26,2026-06-21,8,82.7,80.27,77.29,83.25,Neutral
Q3_26,2026-06-21,8,82.7,80.83,77.11,84.55,Neutral
Q4_26,2026-06-21,30,86.0,82.5,80.18,84.82,Wait
Q4_26,2026-06-21,60,86.0,83.73,80.63,86.82,Neutral
Q4_26,2026-06-21,90,86.0,84.25,80.38,88.12,Neutral
Q1_27,2026-06-21,30,71.95,68.69,66.75,70.63,Wait
Q1_27,2026-06-21,60,71.95,69.83,67.24,72.42,Neutral
Q1_27,2026-06-21,90,71.95,70.32,67.08,73.56,Neutral
Q2_27,2026-06-21,30,40.0,42.72,41.64,43.8,Potential Opportunity
Q2_27,2026-06-21,60,40.0,41.77,40.33,43.21,Potential Opportunity
Q2_27,2026-06-21,90,40.0,41.36,39.56,43.16,Potential Opportunity
YR27,2026-06-21,30,59.0,59.83,58.24,61.42,Neutral
YR27,2026-06-21,60,59.0,59.54,57.42,61.66,Neutral
YR27,2026-06-21,90,59.0,59.42,56.76,62.07,Neutral
YR28,2026-06-21,30,56.9,56.62,55.09,58.16,Neutral
YR28,2026-06-21,60,56.9,56.72,54.67,58.77,Neutral
YR28,2026-06-21,90,56.9,56.76,54.2,59.32,Neutral
