contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-14,30,81.5,73.46,71.26,75.66,Wait
Q3_26,2026-05-14,46,81.5,76.27,73.34,79.21,Wait
Q3_26,2026-05-14,46,81.5,77.48,73.81,81.15,Wait
Q4_26,2026-05-14,30,86.75,79.5,77.15,81.84,Wait
Q4_26,2026-05-14,60,86.75,82.03,78.91,85.16,Wait
Q4_26,2026-05-14,90,86.75,83.12,79.22,87.03,Wait
Q1_27,2026-05-14,30,72.0,66.29,64.34,68.23,Wait
Q1_27,2026-05-14,60,72.0,68.29,65.69,70.88,Wait
Q1_27,2026-05-14,90,72.0,69.14,65.9,72.38,Wait
Q2_27,2026-05-14,30,40.0,39.18,38.1,40.26,Neutral
Q2_27,2026-05-14,60,40.0,39.47,38.03,40.91,Neutral
Q2_27,2026-05-14,90,40.0,39.59,37.79,41.39,Neutral
YR27,2026-05-14,30,59.1,56.77,55.18,58.37,Wait
YR27,2026-05-14,60,59.1,57.59,55.46,59.72,Neutral
YR27,2026-05-14,90,59.1,57.94,55.28,60.6,Neutral
YR28,2026-05-14,30,55.0,56.24,54.75,57.72,Neutral
YR28,2026-05-14,60,55.0,55.8,53.82,57.78,Neutral
YR28,2026-05-14,90,55.0,55.62,53.14,58.09,Neutral
