contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-23,6,80.55,79.19,77.01,81.36,Neutral
Q3_26,2026-06-23,6,80.55,79.66,76.76,82.56,Neutral
Q3_26,2026-06-23,6,80.55,79.87,76.24,83.49,Neutral
Q4_26,2026-06-23,30,84.6,82.91,80.62,85.19,Neutral
Q4_26,2026-06-23,60,84.6,83.5,80.45,86.54,Neutral
Q4_26,2026-06-23,90,84.6,83.75,79.95,87.56,Neutral
Q1_27,2026-06-23,30,72.85,69.59,67.62,71.56,Wait
Q1_27,2026-06-23,60,72.85,70.73,68.11,73.35,Neutral
Q1_27,2026-06-23,90,72.85,71.22,67.94,74.5,Neutral
Q2_27,2026-06-23,30,40.56,41.99,40.89,43.08,Potential Opportunity
Q2_27,2026-06-23,60,40.56,41.49,40.03,42.95,Neutral
Q2_27,2026-06-23,90,40.56,41.27,39.45,43.1,Neutral
YR27,2026-06-23,30,59.8,59.63,58.02,61.25,Neutral
YR27,2026-06-23,60,59.8,59.69,57.54,61.84,Neutral
YR27,2026-06-23,90,59.8,59.72,57.02,62.41,Neutral
YR28,2026-06-23,30,56.75,56.35,54.81,57.88,Neutral
YR28,2026-06-23,60,56.75,56.49,54.44,58.53,Neutral
YR28,2026-06-23,90,56.75,56.55,53.99,59.1,Neutral
