contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-09-17,12,145.0,138.53,134.62,142.45,Wait
Q4_26,2026-09-17,12,145.0,140.8,135.58,146.02,Neutral
Q4_26,2026-09-17,12,145.0,141.77,135.24,148.29,Neutral
Q1_27,2026-09-17,30,126.0,133.83,130.43,137.24,Potential Opportunity
Q1_27,2026-09-17,60,126.0,131.09,126.56,135.63,Potential Opportunity
Q1_27,2026-09-17,90,126.0,129.92,124.25,135.59,Potential Opportunity
Q2_27,2026-09-17,30,56.9,62.59,61.05,64.13,Potential Opportunity
Q2_27,2026-09-17,60,56.9,62.92,60.87,64.97,Potential Opportunity
Q2_27,2026-09-17,90,56.9,61.53,58.97,64.09,Potential Opportunity
YR27,2026-09-17,30,88.4,90.91,88.52,93.29,Neutral
YR27,2026-09-17,60,88.4,90.03,86.85,93.21,Neutral
YR27,2026-09-17,90,88.4,89.65,85.68,93.63,Neutral
YR28,2026-09-17,30,61.0,58.7,57.05,60.35,Wait
YR28,2026-09-17,60,61.0,59.5,57.31,61.7,Neutral
YR28,2026-09-17,90,61.0,59.85,57.1,62.59,Neutral
