contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-31,29,88.25,82.24,79.86,84.63,Wait
Q3_26,2026-05-31,29,88.25,84.35,81.17,87.52,Wait
Q3_26,2026-05-31,29,88.25,85.25,81.27,89.22,Wait
Q4_26,2026-05-31,30,91.2,82.08,79.62,84.54,Wait
Q4_26,2026-05-31,60,91.2,83.66,80.38,86.95,Wait
Q4_26,2026-05-31,90,91.2,85.4,81.3,89.51,Wait
Q1_27,2026-05-31,30,74.45,67.01,64.99,69.02,Wait
Q1_27,2026-05-31,60,74.45,65.52,62.84,68.2,Wait
Q1_27,2026-05-31,90,74.45,64.99,61.64,68.34,Wait
Q2_27,2026-05-31,30,41.5,38.39,37.27,39.52,Wait
Q2_27,2026-05-31,60,41.5,39.48,37.99,40.98,Wait
Q2_27,2026-05-31,90,41.5,39.95,38.08,41.81,Wait
YR27,2026-05-31,30,60.7,54.63,52.99,56.27,Wait
YR27,2026-05-31,60,60.7,53.42,51.23,55.6,Wait
YR27,2026-05-31,90,60.7,51.59,48.86,54.33,Wait
YR28,2026-05-31,30,56.5,50.85,49.32,52.38,Wait
YR28,2026-05-31,60,56.5,49.72,47.69,51.75,Wait
YR28,2026-05-31,90,56.5,48.02,45.48,50.57,Wait
