contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-06,30,99.45,97.51,94.83,100.2,Neutral
Q4_26,2026-08-06,54,99.45,98.19,94.61,101.77,Neutral
Q4_26,2026-08-06,54,99.45,98.48,94.01,102.96,Neutral
Q1_27,2026-08-06,30,83.5,85.37,83.12,87.63,Neutral
Q1_27,2026-08-06,60,83.5,84.72,81.71,87.72,Neutral
Q1_27,2026-08-06,90,83.5,84.44,80.68,88.19,Neutral
Q2_27,2026-08-06,30,45.85,50.19,48.95,51.43,Potential Opportunity
Q2_27,2026-08-06,60,45.85,48.67,47.02,50.32,Potential Opportunity
Q2_27,2026-08-06,90,45.85,48.02,45.96,50.08,Potential Opportunity
YR27,2026-08-06,30,66.4,63.27,61.48,65.06,Wait
YR27,2026-08-06,60,66.4,64.36,61.97,66.75,Wait
YR27,2026-08-06,90,66.4,64.83,61.85,67.82,Neutral
YR28,2026-08-06,30,55.0,58.13,56.65,59.62,Potential Opportunity
YR28,2026-08-06,60,55.0,57.04,55.06,59.02,Potential Opportunity
YR28,2026-08-06,90,55.0,56.57,54.09,59.04,Neutral
