contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-10,19,88.0,79.2,76.82,81.58,Wait
Q3_26,2026-06-10,19,88.0,77.44,74.27,80.61,Wait
Q3_26,2026-06-10,19,88.0,77.84,73.88,81.8,Wait
Q4_26,2026-06-10,30,92.6,83.34,80.84,85.84,Wait
Q4_26,2026-06-10,60,92.6,81.49,78.15,84.82,Wait
Q4_26,2026-06-10,90,92.6,79.03,74.86,83.19,Wait
Q1_27,2026-06-10,30,75.04,67.54,65.51,69.56,Wait
Q1_27,2026-06-10,60,75.04,66.04,63.33,68.74,Wait
Q1_27,2026-06-10,90,75.04,63.78,60.41,67.16,Wait
Q2_27,2026-06-10,30,41.79,45.97,44.84,47.1,Potential Opportunity
Q2_27,2026-06-10,60,41.79,45.35,43.84,46.85,Potential Opportunity
Q2_27,2026-06-10,90,41.79,44.53,42.65,46.41,Potential Opportunity
YR27,2026-06-10,30,62.55,59.06,57.37,60.75,Wait
YR27,2026-06-10,60,62.55,60.28,58.03,62.53,Wait
YR27,2026-06-10,90,62.55,60.8,57.99,63.62,Neutral
YR28,2026-06-10,30,58.3,62.79,61.21,64.36,Potential Opportunity
YR28,2026-06-10,60,58.3,61.22,59.12,63.32,Potential Opportunity
YR28,2026-06-10,90,58.3,60.54,57.92,63.17,Potential Opportunity
