contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-10,30,103.0,97.65,94.87,100.43,Wait
Q4_26,2026-08-10,50,103.0,99.52,95.82,103.23,Wait
Q4_26,2026-08-10,50,103.0,100.33,95.69,104.96,Neutral
Q1_27,2026-08-10,30,85.5,86.73,84.43,89.04,Neutral
Q1_27,2026-08-10,60,85.5,86.3,83.22,89.38,Neutral
Q1_27,2026-08-10,90,85.5,86.12,82.27,89.96,Neutral
Q2_27,2026-08-10,30,46.0,49.74,48.5,50.98,Potential Opportunity
Q2_27,2026-08-10,60,46.0,48.43,46.77,50.09,Potential Opportunity
Q2_27,2026-08-10,90,46.0,47.87,45.8,49.94,Potential Opportunity
YR27,2026-08-10,30,68.0,63.68,61.84,65.52,Wait
YR27,2026-08-10,60,68.0,65.19,62.74,67.64,Wait
YR27,2026-08-10,90,68.0,65.84,62.78,68.9,Wait
YR28,2026-08-10,30,56.65,57.66,56.14,59.19,Neutral
YR28,2026-08-10,60,56.65,57.31,55.27,59.35,Neutral
YR28,2026-08-10,90,56.65,57.16,54.61,59.71,Neutral
