contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-04-03,30,78.08,60.79,54.65,64.97,Wait
Q3_26,2026-04-03,60,78.08,63.38,55.99,70.77,Wait
Q3_26,2026-04-03,90,78.08,65.97,56.92,75.02,Wait
Q4_26,2026-04-03,30,85.64,64.23,59.95,66.82,Wait
Q4_26,2026-04-03,60,85.64,66.69,59.14,74.23,Wait
Q4_26,2026-04-03,90,85.64,70.03,60.79,79.27,Wait
Q1_27,2026-04-03,30,72.79,59.32,51.94,67.79,Wait
Q1_27,2026-04-03,60,72.79,61.34,50.14,72.55,Wait
Q1_27,2026-04-03,90,72.79,63.36,49.64,77.08,Wait
Q2_27,2026-04-03,30,36.54,27.41,25.58,27.41,Wait
Q2_27,2026-04-03,60,36.54,25.58,23.75,25.58,Wait
Q2_27,2026-04-03,90,36.54,23.75,21.93,28.1,Wait
YR27,2026-04-03,30,57.26,52.3,51.35,54.43,Wait
YR27,2026-04-03,60,57.26,53.04,50.87,55.22,Wait
YR27,2026-04-03,90,57.26,53.79,51.12,56.45,Wait
YR28,2026-04-03,30,55.4,52.58,50.78,53.88,Wait
YR28,2026-04-03,60,55.4,53.0,50.81,55.19,Wait
YR28,2026-04-03,90,55.4,53.42,50.74,56.11,Wait
