contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-01,30,106.5,95.85,92.97,98.73,Wait
Q4_26,2026-08-01,59,106.5,99.14,95.31,102.97,Wait
Q4_26,2026-08-01,59,106.5,100.84,96.05,105.63,Wait
Q1_27,2026-08-01,30,86.5,87.03,84.7,89.37,Neutral
Q1_27,2026-08-01,60,86.5,86.85,83.73,89.96,Neutral
Q1_27,2026-08-01,90,86.5,86.77,82.87,90.66,Neutral
Q2_27,2026-08-01,30,47.73,48.36,47.07,49.65,Neutral
Q2_27,2026-08-01,60,47.73,48.14,46.42,49.86,Neutral
Q2_27,2026-08-01,90,47.73,48.04,45.9,50.19,Neutral
YR27,2026-08-01,30,67.6,62.32,60.5,64.15,Wait
YR27,2026-08-01,60,67.6,64.17,61.74,66.6,Wait
YR27,2026-08-01,90,67.6,64.96,61.92,68.0,Wait
YR28,2026-08-01,30,56.4,57.28,55.75,58.8,Neutral
YR28,2026-08-01,60,56.4,56.97,54.94,59.0,Neutral
YR28,2026-08-01,90,56.4,56.84,54.3,59.38,Neutral
