contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-18,30,83.7,75.33,73.07,77.59,Wait
Q3_26,2026-05-18,42,83.7,73.66,70.64,76.67,Wait
Q3_26,2026-05-18,42,83.7,74.43,70.67,78.2,Wait
Q4_26,2026-05-18,30,88.65,79.79,77.39,82.18,Wait
Q4_26,2026-05-18,60,88.65,78.01,74.82,81.2,Wait
Q4_26,2026-05-18,90,88.65,78.16,74.17,82.15,Wait
Q1_27,2026-05-18,30,72.7,77.56,75.6,79.53,Potential Opportunity
Q1_27,2026-05-18,60,72.7,75.86,73.24,78.48,Potential Opportunity
Q1_27,2026-05-18,90,72.7,75.13,71.86,78.4,Potential Opportunity
Q2_27,2026-05-18,30,41.61,45.77,44.65,46.89,Potential Opportunity
Q2_27,2026-05-18,60,41.61,46.04,44.54,47.54,Potential Opportunity
Q2_27,2026-05-18,90,41.61,45.02,43.15,46.89,Potential Opportunity
YR27,2026-05-18,30,60.0,57.34,55.72,58.96,Wait
YR27,2026-05-18,60,60.0,58.27,56.11,60.43,Neutral
YR27,2026-05-18,90,60.0,58.67,55.97,61.37,Neutral
YR28,2026-05-18,30,55.2,56.3,54.81,57.79,Neutral
YR28,2026-05-18,60,55.2,55.92,53.93,57.9,Neutral
YR28,2026-05-18,90,55.2,55.75,53.27,58.23,Neutral
