contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-11,30,78.5,70.65,68.53,72.77,Wait
Q3_26,2026-05-11,49,78.5,69.08,66.25,71.91,Wait
Q3_26,2026-05-11,49,78.5,69.99,66.46,73.53,Wait
Q4_26,2026-05-11,30,83.85,75.47,73.2,77.73,Wait
Q4_26,2026-05-11,60,83.85,76.33,73.31,79.35,Wait
Q4_26,2026-05-11,90,83.85,78.07,74.29,81.84,Wait
Q1_27,2026-05-11,30,69.98,62.98,61.09,64.87,Wait
Q1_27,2026-05-11,60,69.98,64.94,62.42,67.46,Wait
Q1_27,2026-05-11,90,69.98,66.1,62.96,69.25,Wait
Q2_27,2026-05-11,30,37.46,33.71,32.7,34.73,Wait
Q2_27,2026-05-11,60,37.46,32.96,31.62,34.31,Wait
Q2_27,2026-05-11,90,37.46,31.84,30.16,33.53,Wait
YR27,2026-05-11,30,57.65,56.93,55.37,58.49,Neutral
YR27,2026-05-11,60,57.65,57.18,55.11,59.26,Neutral
YR27,2026-05-11,90,57.65,57.29,54.7,59.88,Neutral
YR28,2026-05-11,30,55.0,56.47,54.98,57.95,Neutral
YR28,2026-05-11,60,55.0,55.96,53.98,57.94,Neutral
YR28,2026-05-11,90,55.0,55.73,53.26,58.21,Neutral
