contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-05,30,84.8,76.32,74.03,78.61,Wait
Q3_26,2026-05-05,55,84.8,74.62,71.57,77.68,Wait
Q3_26,2026-05-05,55,84.8,72.08,68.26,75.9,Wait
Q4_26,2026-05-05,30,88.88,79.99,77.59,82.39,Wait
Q4_26,2026-05-05,60,88.88,78.21,75.01,81.41,Wait
Q4_26,2026-05-05,90,88.88,75.55,71.55,79.55,Wait
Q1_27,2026-05-05,30,73.0,65.7,63.73,67.67,Wait
Q1_27,2026-05-05,60,73.0,64.24,61.61,66.87,Wait
Q1_27,2026-05-05,90,73.0,62.05,58.76,65.33,Wait
Q2_27,2026-05-05,30,40.5,36.45,35.36,37.54,Wait
Q2_27,2026-05-05,60,40.5,35.64,34.18,37.1,Wait
Q2_27,2026-05-05,90,40.5,34.42,32.6,36.25,Wait
YR27,2026-05-05,30,60.85,54.77,53.12,56.41,Wait
YR27,2026-05-05,60,60.85,53.55,51.36,55.74,Wait
YR27,2026-05-05,90,60.85,51.72,48.98,54.46,Wait
YR28,2026-05-05,30,55.5,49.95,48.45,51.45,Wait
YR28,2026-05-05,60,55.5,48.84,46.84,50.84,Wait
YR28,2026-05-05,90,55.5,47.17,44.68,49.67,Wait
