contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-09-18,11,142.85,136.54,132.68,140.4,Wait
Q4_26,2026-09-18,11,142.85,138.75,133.61,143.89,Neutral
Q4_26,2026-09-18,11,142.85,139.7,133.27,146.12,Neutral
Q1_27,2026-09-18,30,125.0,129.45,126.08,132.83,Potential Opportunity
Q1_27,2026-09-18,60,125.0,127.89,123.39,132.39,Neutral
Q1_27,2026-09-18,90,125.0,127.23,121.6,132.85,Neutral
Q2_27,2026-09-18,30,55.0,60.5,59.02,61.99,Potential Opportunity
Q2_27,2026-09-18,60,55.0,61.6,59.62,63.58,Potential Opportunity
Q2_27,2026-09-18,90,55.0,60.88,58.41,63.36,Potential Opportunity
YR27,2026-09-18,30,86.8,91.85,89.51,94.2,Potential Opportunity
YR27,2026-09-18,60,86.8,90.08,86.96,93.21,Potential Opportunity
YR27,2026-09-18,90,86.8,89.33,85.42,93.23,Neutral
YR28,2026-09-18,30,61.0,59.05,57.4,60.7,Wait
YR28,2026-09-18,60,61.0,59.73,57.54,61.93,Neutral
YR28,2026-09-18,90,61.0,60.02,57.28,62.77,Neutral
