contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-01,30,83.4,75.06,72.81,77.31,Wait
Q3_26,2026-05-01,59,83.4,76.72,73.71,79.72,Wait
Q3_26,2026-05-01,59,83.4,78.26,74.51,82.01,Wait
Q4_26,2026-05-01,30,86.8,82.23,79.88,84.57,Wait
Q4_26,2026-05-01,60,86.8,83.83,80.7,86.95,Wait
Q4_26,2026-05-01,90,86.8,84.51,80.61,88.42,Neutral
Q1_27,2026-05-01,30,72.0,67.6,65.66,69.55,Wait
Q1_27,2026-05-01,60,72.0,69.14,66.55,71.73,Wait
Q1_27,2026-05-01,90,72.0,69.8,66.56,73.04,Wait
Q2_27,2026-05-01,30,39.9,43.89,42.81,44.97,Potential Opportunity
Q2_27,2026-05-01,60,39.9,44.69,43.25,46.12,Potential Opportunity
Q2_27,2026-05-01,90,39.9,43.78,41.98,45.58,Potential Opportunity
YR27,2026-05-01,30,59.5,57.47,55.86,59.08,Wait
YR27,2026-05-01,60,59.5,58.18,56.04,60.32,Neutral
YR27,2026-05-01,90,59.5,58.49,55.81,61.16,Neutral
YR28,2026-05-01,30,55.5,56.91,55.42,58.41,Neutral
YR28,2026-05-01,60,55.5,56.42,54.42,58.42,Neutral
YR28,2026-05-01,90,55.5,56.21,53.71,58.7,Neutral
