contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-29,30,87.7,80.75,78.38,83.11,Wait
Q3_26,2026-05-29,31,87.7,83.18,80.02,86.34,Wait
Q3_26,2026-05-29,31,87.7,84.22,80.28,88.17,Wait
Q4_26,2026-05-29,30,90.0,83.63,81.2,86.06,Wait
Q4_26,2026-05-29,60,90.0,85.86,82.62,89.1,Wait
Q4_26,2026-05-29,90,90.0,86.82,82.77,90.87,Wait
Q1_27,2026-05-29,30,74.53,71.45,69.44,73.46,Wait
Q1_27,2026-05-29,60,74.53,72.53,69.85,75.21,Neutral
Q1_27,2026-05-29,90,74.53,72.99,69.64,76.34,Neutral
Q2_27,2026-05-29,30,41.5,45.42,44.3,46.54,Potential Opportunity
Q2_27,2026-05-29,60,41.5,44.05,42.56,45.54,Potential Opportunity
Q2_27,2026-05-29,90,41.5,43.46,41.59,45.33,Potential Opportunity
YR27,2026-05-29,30,60.75,58.79,57.15,60.43,Wait
YR27,2026-05-29,60,60.75,59.48,57.29,61.66,Neutral
YR27,2026-05-29,90,60.75,59.77,57.04,62.5,Neutral
YR28,2026-05-29,30,56.75,56.15,54.62,57.68,Neutral
YR28,2026-05-29,60,56.75,56.36,54.32,58.4,Neutral
YR28,2026-05-29,90,56.75,56.45,53.9,59.0,Neutral
