contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-08,30,103.0,96.94,94.16,99.72,Wait
Q4_26,2026-08-08,52,103.0,99.06,95.35,102.77,Wait
Q4_26,2026-08-08,52,103.0,99.97,95.34,104.61,Neutral
Q1_27,2026-08-08,30,85.5,85.75,83.44,88.06,Neutral
Q1_27,2026-08-08,60,85.5,85.66,82.58,88.74,Neutral
Q1_27,2026-08-08,90,85.5,85.62,81.78,89.47,Neutral
Q2_27,2026-08-08,30,46.0,48.93,47.68,50.17,Potential Opportunity
Q2_27,2026-08-08,60,46.0,47.9,46.25,49.56,Potential Opportunity
Q2_27,2026-08-08,90,46.0,47.46,45.39,49.53,Potential Opportunity
YR27,2026-08-08,30,68.0,63.18,61.35,65.02,Wait
YR27,2026-08-08,60,68.0,64.87,62.42,67.32,Wait
YR27,2026-08-08,90,68.0,65.59,62.53,68.65,Wait
YR28,2026-08-08,30,56.65,58.07,56.54,59.59,Neutral
YR28,2026-08-08,60,56.65,57.57,55.53,59.61,Neutral
YR28,2026-08-08,90,56.65,57.36,54.81,59.91,Neutral
