contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-09-09,20,137.31,124.24,120.53,127.95,Wait
Q4_26,2026-09-09,20,137.31,128.81,123.87,133.76,Wait
Q4_26,2026-09-09,20,137.31,130.77,124.6,136.95,Wait
Q1_27,2026-09-09,30,116.5,116.99,113.84,120.13,Neutral
Q1_27,2026-09-09,60,116.5,116.82,112.62,121.01,Neutral
Q1_27,2026-09-09,90,116.5,116.74,111.5,121.99,Neutral
Q2_27,2026-09-09,30,56.25,61.36,59.84,62.87,Potential Opportunity
Q2_27,2026-09-09,60,56.25,59.57,57.54,61.59,Potential Opportunity
Q2_27,2026-09-09,90,56.25,58.8,56.27,61.33,Potential Opportunity
YR27,2026-09-09,30,84.97,76.88,74.58,79.17,Wait
YR27,2026-09-09,60,84.97,79.71,76.65,82.77,Wait
YR27,2026-09-09,90,84.97,80.92,77.1,84.75,Wait
YR28,2026-09-09,30,63.0,57.64,55.94,59.34,Wait
YR28,2026-09-09,60,63.0,59.52,57.25,61.78,Wait
YR28,2026-09-09,90,63.0,60.32,57.49,63.16,Wait
