contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-23,30,116.0,104.4,101.27,107.53,Wait
Q4_26,2026-07-23,60,116.0,102.08,97.9,106.26,Wait
Q4_26,2026-07-23,68,116.0,105.29,100.07,110.51,Wait
Q1_27,2026-07-23,30,91.75,83.26,80.78,85.74,Wait
Q1_27,2026-07-23,60,91.75,86.23,82.93,89.53,Wait
Q1_27,2026-07-23,90,91.75,87.5,83.38,91.63,Wait
Q2_27,2026-07-23,30,52.25,47.02,45.61,48.44,Wait
Q2_27,2026-07-23,60,52.25,45.98,44.1,47.86,Wait
Q2_27,2026-07-23,90,52.25,45.73,43.38,48.08,Wait
YR27,2026-07-23,30,73.5,66.15,64.17,68.13,Wait
YR27,2026-07-23,60,73.5,65.42,62.78,68.07,Wait
YR27,2026-07-23,90,73.5,67.29,63.98,70.6,Wait
YR28,2026-07-23,30,58.69,58.41,56.83,60.0,Neutral
YR28,2026-07-23,60,58.69,58.51,56.4,60.62,Neutral
YR28,2026-07-23,90,58.69,58.55,55.91,61.19,Neutral
