contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-04-30,30,82.35,74.11,71.89,76.34,Wait
Q3_26,2026-04-30,60,82.35,74.6,71.64,77.57,Wait
Q3_26,2026-04-30,60,82.35,76.39,72.68,80.1,Wait
Q4_26,2026-04-30,30,86.0,81.63,79.31,83.96,Wait
Q4_26,2026-04-30,60,86.0,83.16,80.07,86.26,Wait
Q4_26,2026-04-30,90,86.0,83.82,79.95,87.69,Neutral
Q1_27,2026-04-30,30,71.5,66.06,64.13,67.99,Wait
Q1_27,2026-04-30,60,71.5,67.96,65.39,70.54,Wait
Q1_27,2026-04-30,90,71.5,68.78,65.56,72.0,Wait
Q2_27,2026-04-30,30,39.0,42.9,41.85,43.95,Potential Opportunity
Q2_27,2026-04-30,60,39.0,43.68,42.28,45.08,Potential Opportunity
Q2_27,2026-04-30,90,39.0,43.72,41.96,45.47,Potential Opportunity
YR27,2026-04-30,30,59.0,57.19,55.6,58.78,Wait
YR27,2026-04-30,60,59.0,57.82,55.7,59.95,Neutral
YR27,2026-04-30,90,59.0,58.1,55.44,60.75,Neutral
YR28,2026-04-30,30,55.45,57.04,55.55,58.54,Neutral
YR28,2026-04-30,60,55.45,56.48,54.49,58.48,Neutral
YR28,2026-04-30,90,55.45,56.25,53.75,58.74,Neutral
