contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-23,30,117.2,107.07,103.9,110.23,Wait
Q4_26,2026-08-23,37,117.2,110.61,106.39,114.83,Wait
Q4_26,2026-08-23,37,117.2,112.13,106.86,117.41,Wait
Q1_27,2026-08-23,30,96.47,98.22,95.62,100.83,Neutral
Q1_27,2026-08-23,60,96.47,97.61,94.14,101.08,Neutral
Q1_27,2026-08-23,90,96.47,97.35,93.01,101.69,Neutral
Q2_27,2026-08-23,30,52.93,57.56,56.13,58.99,Potential Opportunity
Q2_27,2026-08-23,60,52.93,55.94,54.03,57.84,Potential Opportunity
Q2_27,2026-08-23,90,52.93,55.24,52.86,57.63,Potential Opportunity
YR27,2026-08-23,30,75.25,67.96,65.93,69.99,Wait
YR27,2026-08-23,60,75.25,70.51,67.8,73.22,Wait
YR27,2026-08-23,90,75.25,71.61,68.22,74.99,Wait
YR28,2026-08-23,30,59.15,57.34,55.74,58.94,Wait
YR28,2026-08-23,60,59.15,57.97,55.84,60.1,Neutral
YR28,2026-08-23,90,59.15,58.24,55.58,60.91,Neutral
