contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-16,13,83.65,82.61,80.35,84.87,Neutral
Q3_26,2026-06-16,13,83.65,82.98,79.96,85.99,Neutral
Q3_26,2026-06-16,13,83.65,83.13,79.37,86.9,Neutral
Q4_26,2026-06-16,30,88.5,86.9,84.51,89.29,Neutral
Q4_26,2026-06-16,60,88.5,87.46,84.27,90.64,Neutral
Q4_26,2026-06-16,90,88.5,87.7,83.72,91.68,Neutral
Q1_27,2026-06-16,30,71.5,75.74,73.81,77.67,Potential Opportunity
Q1_27,2026-06-16,60,71.5,74.26,71.68,76.83,Potential Opportunity
Q1_27,2026-06-16,90,71.5,73.62,70.4,76.84,Neutral
Q2_27,2026-06-16,30,41.0,45.1,43.99,46.21,Potential Opportunity
Q2_27,2026-06-16,60,41.0,45.92,44.44,47.4,Potential Opportunity
Q2_27,2026-06-16,90,41.0,45.47,43.63,47.32,Potential Opportunity
YR27,2026-06-16,30,60.35,59.51,57.88,61.14,Neutral
YR27,2026-06-16,60,60.35,59.8,57.63,61.98,Neutral
YR27,2026-06-16,90,60.35,59.93,57.21,62.65,Neutral
YR28,2026-06-16,30,56.8,56.67,55.14,58.2,Neutral
YR28,2026-06-16,60,56.8,56.71,54.67,58.76,Neutral
YR28,2026-06-16,90,56.8,56.73,54.18,59.29,Neutral
