contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-21,30,105.75,95.17,92.32,98.03,Wait
Q4_26,2026-07-21,60,105.75,96.61,92.81,100.42,Wait
Q4_26,2026-07-21,70,105.75,98.72,93.96,103.48,Wait
Q1_27,2026-07-21,30,82.5,75.57,73.34,77.8,Wait
Q1_27,2026-07-21,60,82.5,77.99,75.02,80.96,Wait
Q1_27,2026-07-21,90,82.5,79.03,75.32,82.75,Wait
Q2_27,2026-07-21,30,48.0,43.2,41.9,44.5,Wait
Q2_27,2026-07-21,60,48.0,44.02,42.29,45.75,Wait
Q2_27,2026-07-21,90,48.0,44.94,42.78,47.1,Wait
YR27,2026-07-21,30,68.0,61.2,59.36,63.04,Wait
YR27,2026-07-21,60,68.0,63.56,61.11,66.0,Wait
YR27,2026-07-21,90,68.0,64.58,61.52,67.64,Wait
YR28,2026-07-21,30,57.35,58.52,56.97,60.07,Neutral
YR28,2026-07-21,60,57.35,58.11,56.05,60.17,Neutral
YR28,2026-07-21,90,57.35,57.93,55.35,60.52,Neutral
