contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-01,30,86.5,79.2,76.87,81.54,Wait
Q4_26,2026-07-01,60,86.5,81.76,78.64,84.87,Wait
Q4_26,2026-07-01,90,86.5,82.85,78.96,86.74,Wait
Q1_27,2026-07-01,30,71.35,65.32,63.39,67.25,Wait
Q1_27,2026-07-01,60,71.35,67.43,64.86,70.0,Wait
Q1_27,2026-07-01,90,71.35,68.33,65.12,71.55,Wait
Q2_27,2026-07-01,30,43.5,39.95,38.77,41.12,Wait
Q2_27,2026-07-01,60,43.5,41.19,39.62,42.76,Wait
Q2_27,2026-07-01,90,43.5,41.72,39.77,43.68,Wait
YR27,2026-07-01,30,60.45,60.57,58.94,62.21,Neutral
YR27,2026-07-01,60,60.45,60.53,58.35,62.71,Neutral
YR27,2026-07-01,90,60.45,60.51,57.79,63.23,Neutral
YR28,2026-07-01,30,56.9,57.8,56.26,59.33,Neutral
YR28,2026-07-01,60,56.9,57.48,55.44,59.53,Neutral
YR28,2026-07-01,90,56.9,57.35,54.79,59.91,Neutral
