contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-10,30,93.75,84.93,82.4,87.47,Wait
Q4_26,2026-07-10,60,93.75,88.02,84.65,91.4,Wait
Q4_26,2026-07-10,81,93.75,89.34,85.12,93.56,Wait
Q1_27,2026-07-10,30,75.8,73.36,71.32,75.41,Wait
Q1_27,2026-07-10,60,75.8,74.22,71.49,76.94,Neutral
Q1_27,2026-07-10,90,75.8,74.58,71.17,77.99,Neutral
Q2_27,2026-07-10,30,46.0,47.14,45.9,48.38,Neutral
Q2_27,2026-07-10,60,46.0,46.74,45.08,48.4,Neutral
Q2_27,2026-07-10,90,46.0,46.57,44.5,48.64,Neutral
YR27,2026-07-10,30,64.29,62.66,60.92,64.39,Neutral
YR27,2026-07-10,60,64.29,63.23,60.91,65.54,Neutral
YR27,2026-07-10,90,64.29,63.47,60.58,66.37,Neutral
YR28,2026-07-10,30,56.85,59.52,57.98,61.05,Potential Opportunity
YR28,2026-07-10,60,56.85,58.59,56.54,60.63,Potential Opportunity
YR28,2026-07-10,90,56.85,58.18,55.63,60.74,Neutral
