contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-19,30,83.6,76.48,74.23,78.74,Wait
Q3_26,2026-05-19,41,83.6,78.97,75.96,81.98,Wait
Q3_26,2026-05-19,41,83.6,80.04,76.28,83.8,Wait
Q4_26,2026-05-19,30,88.0,80.67,78.29,83.05,Wait
Q4_26,2026-05-19,60,88.0,83.24,80.07,86.4,Wait
Q4_26,2026-05-19,90,88.0,84.34,80.38,88.3,Wait
Q1_27,2026-05-19,30,73.0,66.29,64.32,68.26,Wait
Q1_27,2026-05-19,60,73.0,68.64,66.01,71.27,Wait
Q1_27,2026-05-19,90,73.0,69.65,66.36,72.93,Wait
Q2_27,2026-05-19,30,41.25,42.03,40.92,43.15,Neutral
Q2_27,2026-05-19,60,41.25,41.76,40.27,43.24,Neutral
Q2_27,2026-05-19,90,41.25,41.64,39.79,43.5,Neutral
YR27,2026-05-19,30,59.9,57.49,55.87,59.11,Wait
YR27,2026-05-19,60,59.9,58.33,56.18,60.49,Neutral
YR27,2026-05-19,90,59.9,58.69,56.0,61.39,Neutral
YR28,2026-05-19,30,55.9,56.4,54.89,57.91,Neutral
YR28,2026-05-19,60,55.9,56.23,54.21,58.24,Neutral
YR28,2026-05-19,90,55.9,56.15,53.63,58.67,Neutral
