contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-03-30,7,78.08,86.3,85.59,87.01,Potential Opportunity
Q3_26,2026-03-30,30,78.08,86.3,84.83,87.77,Potential Opportunity
Q3_26,2026-03-30,60,78.08,86.3,84.22,88.38,Potential Opportunity
Q3_26,2026-03-30,90,78.08,86.3,83.76,88.84,Potential Opportunity
Q4_26,2026-03-30,7,85.64,51.8,50.87,52.72,Wait
Q4_26,2026-03-30,30,85.64,51.8,49.89,53.7,Wait
Q4_26,2026-03-30,60,85.64,51.8,49.1,54.49,Wait
Q4_26,2026-03-30,90,85.64,51.8,48.49,55.1,Wait
Q1_27,2026-03-30,7,72.79,51.25,50.82,51.69,Wait
Q1_27,2026-03-30,30,72.79,51.25,50.35,52.15,Wait
Q1_27,2026-03-30,60,72.79,51.25,49.97,52.53,Wait
Q1_27,2026-03-30,90,72.79,51.25,49.69,52.81,Wait
Q2_27,2026-03-30,7,36.54,48.13,47.94,48.31,Potential Opportunity
Q2_27,2026-03-30,30,36.54,48.13,47.74,48.52,Potential Opportunity
Q2_27,2026-03-30,60,36.54,48.13,47.58,48.68,Potential Opportunity
Q2_27,2026-03-30,90,36.54,48.13,47.46,48.8,Potential Opportunity
YR27,2026-03-30,7,57.26,45.92,45.27,46.57,Wait
YR27,2026-03-30,30,57.26,45.92,44.58,47.26,Wait
YR27,2026-03-30,60,57.26,45.92,44.02,47.81,Wait
YR27,2026-03-30,90,57.26,45.92,43.59,48.24,Wait
YR28,2026-03-30,7,55.4,48.85,48.49,49.22,Wait
YR28,2026-03-30,30,55.4,48.85,48.1,49.61,Wait
YR28,2026-03-30,60,55.4,48.85,47.79,49.92,Wait
YR28,2026-03-30,90,55.4,48.85,47.55,50.16,Wait
