contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-20,9,82.7,74.43,72.2,76.66,Wait
Q3_26,2026-06-20,9,82.7,72.78,69.8,75.75,Wait
Q3_26,2026-06-20,9,82.7,72.0,68.28,75.73,Wait
Q4_26,2026-06-20,30,86.0,77.4,75.08,79.72,Wait
Q4_26,2026-06-20,60,86.0,75.68,72.58,78.78,Wait
Q4_26,2026-06-20,90,86.0,73.1,69.23,76.97,Wait
Q1_27,2026-06-20,30,71.95,64.76,62.81,66.7,Wait
Q1_27,2026-06-20,60,71.95,63.32,60.73,65.91,Wait
Q1_27,2026-06-20,90,71.95,61.16,57.92,64.4,Wait
Q2_27,2026-06-20,30,40.0,39.95,38.87,41.03,Neutral
Q2_27,2026-06-20,60,40.0,39.97,38.53,41.41,Neutral
Q2_27,2026-06-20,90,40.0,39.98,38.18,41.78,Neutral
YR27,2026-06-20,30,59.0,59.83,58.24,61.42,Neutral
YR27,2026-06-20,60,59.0,59.54,57.42,61.66,Neutral
YR27,2026-06-20,90,59.0,59.42,56.76,62.07,Neutral
YR28,2026-06-20,30,56.9,62.59,61.05,64.13,Potential Opportunity
YR28,2026-06-20,60,56.9,60.85,58.81,62.9,Potential Opportunity
YR28,2026-06-20,90,56.9,59.94,57.38,62.5,Potential Opportunity
