contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-24,30,117.2,107.81,104.64,110.97,Wait
Q4_26,2026-08-24,36,117.2,111.09,106.88,115.31,Wait
Q4_26,2026-08-24,36,117.2,112.5,107.23,117.78,Wait
Q1_27,2026-08-24,30,96.47,97.33,94.73,99.93,Neutral
Q1_27,2026-08-24,60,96.47,97.03,93.56,100.5,Neutral
Q1_27,2026-08-24,90,96.47,96.9,92.56,101.24,Neutral
Q2_27,2026-08-24,30,52.93,58.22,56.79,59.65,Potential Opportunity
Q2_27,2026-08-24,60,52.93,56.43,54.52,58.33,Potential Opportunity
Q2_27,2026-08-24,90,52.93,55.62,53.24,58.0,Potential Opportunity
YR27,2026-08-24,30,75.25,69.58,67.55,71.61,Wait
YR27,2026-08-24,60,75.25,71.56,68.85,74.27,Wait
YR27,2026-08-24,90,75.25,72.41,69.03,75.8,Wait
YR28,2026-08-24,30,59.15,57.36,55.77,58.96,Wait
YR28,2026-08-24,60,59.15,57.99,55.86,60.12,Neutral
YR28,2026-08-24,90,59.15,58.26,55.6,60.92,Neutral
