contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-24,5,80.4,77.5,75.33,79.67,Wait
Q3_26,2026-06-24,5,80.4,78.52,75.62,81.41,Neutral
Q3_26,2026-06-24,5,80.4,78.95,75.33,82.57,Neutral
Q4_26,2026-06-24,30,83.8,81.4,79.14,83.67,Neutral
Q4_26,2026-06-24,60,83.8,82.24,79.23,85.26,Neutral
Q4_26,2026-06-24,90,83.8,82.6,78.83,86.37,Neutral
Q1_27,2026-06-24,30,72.5,68.72,66.76,70.67,Wait
Q1_27,2026-06-24,60,72.5,70.04,67.43,72.65,Wait
Q1_27,2026-06-24,90,72.5,70.61,67.35,73.87,Neutral
Q2_27,2026-06-24,30,40.88,42.43,41.33,43.53,Potential Opportunity
Q2_27,2026-06-24,60,40.88,41.89,40.42,43.36,Neutral
Q2_27,2026-06-24,90,40.88,41.65,39.81,43.49,Neutral
YR27,2026-06-24,30,59.5,60.1,58.49,61.7,Neutral
YR27,2026-06-24,60,59.5,59.89,57.75,62.03,Neutral
YR27,2026-06-24,90,59.5,59.8,57.12,62.48,Neutral
YR28,2026-06-24,30,56.8,56.89,55.36,58.42,Neutral
YR28,2026-06-24,60,56.8,56.86,54.81,58.9,Neutral
YR28,2026-06-24,90,56.8,56.85,54.29,59.4,Neutral
