contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-11,18,89.31,83.31,80.9,85.72,Wait
Q3_26,2026-06-11,18,89.31,85.41,82.2,88.63,Wait
Q3_26,2026-06-11,18,89.31,86.31,82.29,90.33,Wait
Q4_26,2026-06-11,30,93.5,86.81,84.29,89.34,Wait
Q4_26,2026-06-11,60,93.5,89.15,85.79,92.52,Wait
Q4_26,2026-06-11,90,93.5,90.16,85.95,94.36,Wait
Q1_27,2026-06-11,30,76.0,74.64,72.59,76.69,Neutral
Q1_27,2026-06-11,60,76.0,75.12,72.38,77.85,Neutral
Q1_27,2026-06-11,90,76.0,75.32,71.9,78.74,Neutral
Q2_27,2026-06-11,30,42.86,47.15,45.99,48.3,Potential Opportunity
Q2_27,2026-06-11,60,42.86,46.76,45.22,48.31,Potential Opportunity
Q2_27,2026-06-11,90,42.86,45.86,43.94,47.79,Potential Opportunity
YR27,2026-06-11,30,63.3,59.14,57.43,60.85,Wait
YR27,2026-06-11,60,63.3,60.59,58.32,62.87,Wait
YR27,2026-06-11,90,63.3,61.22,58.37,64.07,Wait
YR28,2026-06-11,30,58.5,56.4,54.82,57.97,Wait
YR28,2026-06-11,60,58.5,57.13,55.03,59.24,Neutral
YR28,2026-06-11,90,58.5,57.45,54.82,60.08,Neutral
