contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-03,30,106.5,96.36,93.48,99.23,Wait
Q4_26,2026-08-03,57,106.5,99.91,96.07,103.74,Wait
Q4_26,2026-08-03,57,106.5,101.43,96.64,106.22,Wait
Q1_27,2026-08-03,30,86.5,87.61,85.27,89.94,Neutral
Q1_27,2026-08-03,60,86.5,87.22,84.11,90.33,Neutral
Q1_27,2026-08-03,90,86.5,87.05,83.16,90.95,Neutral
Q2_27,2026-08-03,30,47.73,48.75,47.46,50.04,Neutral
Q2_27,2026-08-03,60,47.73,48.39,46.67,50.11,Neutral
Q2_27,2026-08-03,90,47.73,48.24,46.09,50.39,Neutral
YR27,2026-08-03,30,67.6,62.71,60.88,64.53,Wait
YR27,2026-08-03,60,67.6,64.42,61.99,66.85,Wait
YR27,2026-08-03,90,67.6,65.15,62.11,68.2,Wait
YR28,2026-08-03,30,56.4,56.77,55.25,58.29,Neutral
YR28,2026-08-03,60,56.4,56.64,54.61,58.67,Neutral
YR28,2026-08-03,90,56.4,56.58,54.05,59.12,Neutral
