contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-04-29,30,79.8,71.82,69.67,73.97,Wait
Q3_26,2026-04-29,60,79.8,73.9,71.02,76.77,Wait
Q3_26,2026-04-29,61,79.8,75.26,71.67,78.85,Wait
Q4_26,2026-04-29,30,84.1,82.79,80.52,85.06,Neutral
Q4_26,2026-04-29,60,84.1,83.25,80.22,86.27,Neutral
Q4_26,2026-04-29,90,84.1,83.44,79.66,87.23,Neutral
Q1_27,2026-04-29,30,70.4,68.55,66.64,70.45,Neutral
Q1_27,2026-04-29,60,70.4,69.19,66.66,71.73,Neutral
Q1_27,2026-04-29,90,70.4,69.47,66.3,72.64,Neutral
Q2_27,2026-04-29,30,38.71,42.58,41.54,43.63,Potential Opportunity
Q2_27,2026-04-29,60,38.71,43.36,41.96,44.75,Potential Opportunity
Q2_27,2026-04-29,90,38.71,43.73,41.99,45.47,Potential Opportunity
YR27,2026-04-29,30,58.2,57.37,55.8,58.94,Neutral
YR27,2026-04-29,60,58.2,57.66,55.57,59.76,Neutral
YR27,2026-04-29,90,58.2,57.79,55.17,60.41,Neutral
YR28,2026-04-29,30,55.3,57.19,55.7,58.69,Potential Opportunity
YR28,2026-04-29,60,55.3,56.53,54.54,58.52,Neutral
YR28,2026-04-29,90,55.3,56.25,53.76,58.74,Neutral
