contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-06-25,4,79.7,76.97,74.82,79.12,Wait
Q3_26,2026-06-25,4,79.7,77.93,75.06,80.8,Neutral
Q3_26,2026-06-25,4,79.7,78.34,74.75,81.92,Neutral
Q4_26,2026-06-25,30,83.7,80.54,78.28,82.8,Wait
Q4_26,2026-06-25,60,83.7,81.65,78.63,84.66,Neutral
Q4_26,2026-06-25,90,83.7,82.12,78.36,85.89,Neutral
Q1_27,2026-06-25,30,72.2,67.29,65.34,69.24,Wait
Q1_27,2026-06-25,60,72.2,69.01,66.41,71.61,Wait
Q1_27,2026-06-25,90,72.2,69.74,66.49,72.99,Wait
Q2_27,2026-06-25,30,40.71,40.15,39.05,41.25,Neutral
Q2_27,2026-06-25,60,40.71,40.34,38.88,41.81,Neutral
Q2_27,2026-06-25,90,40.71,40.43,38.6,42.26,Neutral
YR27,2026-06-25,30,59.25,60.22,58.62,61.82,Neutral
YR27,2026-06-25,60,59.25,59.88,57.75,62.01,Neutral
YR27,2026-06-25,90,59.25,59.73,57.07,62.4,Neutral
YR28,2026-06-25,30,56.65,57.2,55.67,58.73,Neutral
YR28,2026-06-25,60,56.65,57.01,54.97,59.05,Neutral
YR28,2026-06-25,90,56.65,56.93,54.38,59.48,Neutral
