contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-07-22,30,108.0,97.2,94.28,100.12,Wait
Q4_26,2026-07-22,60,108.0,98.03,94.15,101.92,Wait
Q4_26,2026-07-22,69,108.0,100.33,95.47,105.19,Wait
Q1_27,2026-07-22,30,87.6,78.84,76.47,81.21,Wait
Q1_27,2026-07-22,60,87.6,81.3,78.14,84.45,Wait
Q1_27,2026-07-22,90,87.6,82.75,78.81,86.69,Wait
Q2_27,2026-07-22,30,48.0,43.2,41.9,44.5,Wait
Q2_27,2026-07-22,60,48.0,43.71,41.98,45.44,Wait
Q2_27,2026-07-22,90,48.0,44.7,42.54,46.86,Wait
YR27,2026-07-22,30,69.0,62.1,60.24,63.96,Wait
YR27,2026-07-22,60,69.0,63.87,61.38,66.35,Wait
YR27,2026-07-22,90,69.0,65.05,61.95,68.16,Wait
YR28,2026-07-22,30,57.5,58.61,57.06,60.16,Neutral
YR28,2026-07-22,60,57.5,58.22,56.15,60.29,Neutral
YR28,2026-07-22,90,57.5,58.06,55.47,60.64,Neutral
