contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-04-28,30,78.95,71.74,69.61,73.87,Wait
Q3_26,2026-04-28,60,78.95,74.26,71.42,77.11,Wait
Q3_26,2026-04-28,62,78.95,75.34,71.79,78.9,Wait
Q4_26,2026-04-28,30,83.5,83.43,81.18,85.68,Neutral
Q4_26,2026-04-28,60,83.5,83.45,80.45,86.46,Neutral
Q4_26,2026-04-28,90,83.5,83.47,79.71,87.22,Neutral
Q1_27,2026-04-28,30,70.25,71.88,69.98,73.77,Neutral
Q1_27,2026-04-28,60,70.25,71.31,68.78,73.84,Neutral
Q1_27,2026-04-28,90,70.25,71.06,67.9,74.22,Neutral
Q2_27,2026-04-28,30,37.99,41.79,40.76,42.81,Potential Opportunity
Q2_27,2026-04-28,60,37.99,42.55,41.18,43.92,Potential Opportunity
Q2_27,2026-04-28,90,37.99,43.62,41.91,45.33,Potential Opportunity
YR27,2026-04-28,30,57.4,57.62,56.07,59.17,Neutral
YR27,2026-04-28,60,57.4,57.55,55.48,59.61,Neutral
YR27,2026-04-28,90,57.4,57.51,54.93,60.1,Neutral
YR28,2026-04-28,30,54.88,57.22,55.74,58.71,Potential Opportunity
YR28,2026-04-28,60,54.88,56.4,54.43,58.38,Neutral
YR28,2026-04-28,90,54.88,56.05,53.58,58.52,Neutral
