contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-09-21,8,146.8,136.82,132.85,140.78,Wait
Q4_26,2026-09-21,8,146.8,140.31,135.03,145.6,Wait
Q4_26,2026-09-21,8,146.8,141.81,135.2,148.41,Wait
Q1_27,2026-09-21,30,126.7,129.17,125.75,132.6,Neutral
Q1_27,2026-09-21,60,126.7,128.31,123.75,132.87,Neutral
Q1_27,2026-09-21,90,126.7,127.94,122.24,133.64,Neutral
Q2_27,2026-09-21,30,56.85,62.54,61.0,64.07,Potential Opportunity
Q2_27,2026-09-21,60,56.85,61.84,59.79,63.88,Potential Opportunity
Q2_27,2026-09-21,90,56.85,60.69,58.13,63.24,Potential Opportunity
YR27,2026-09-21,30,89.5,96.22,93.8,98.63,Potential Opportunity
YR27,2026-09-21,60,89.5,93.87,90.65,97.09,Potential Opportunity
YR27,2026-09-21,90,89.5,92.86,88.83,96.89,Potential Opportunity
YR28,2026-09-21,30,61.2,59.6,57.95,61.25,Neutral
YR28,2026-09-21,60,61.2,60.16,57.96,62.36,Neutral
YR28,2026-09-21,90,61.2,60.4,57.65,63.15,Neutral
