contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-04-08,30,76.73,72.74,70.67,74.81,Wait
Q3_26,2026-04-08,60,76.73,73.34,70.58,76.1,Wait
Q4_26,2026-04-08,30,83.73,76.57,74.31,78.83,Wait
Q4_26,2026-04-08,60,83.73,77.64,74.63,80.66,Wait
Q4_26,2026-04-08,90,83.73,78.72,74.95,82.49,Wait
Q1_27,2026-04-08,30,71.66,64.96,63.02,66.89,Wait
Q1_27,2026-04-08,60,71.66,65.96,63.38,68.54,Wait
Q1_27,2026-04-08,90,71.66,66.97,63.75,70.19,Wait
Q2_27,2026-04-08,30,35.93,26.95,25.98,27.92,Wait
Q2_27,2026-04-08,60,35.93,25.15,23.86,26.45,Wait
Q2_27,2026-04-08,90,35.93,23.36,21.74,24.97,Wait
YR27,2026-04-08,30,56.33,53.07,51.55,54.59,Wait
YR27,2026-04-08,60,56.33,53.56,51.53,55.59,Wait
YR27,2026-04-08,90,56.33,54.05,51.52,56.59,Wait
YR28,2026-04-08,30,55.47,54.61,53.11,56.1,Neutral
YR28,2026-04-08,60,55.47,54.74,52.74,56.73,Neutral
YR28,2026-04-08,90,55.47,54.86,52.37,57.36,Neutral
