contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-12,30,81.4,73.26,71.06,75.46,Wait
Q3_26,2026-05-12,48,81.4,74.64,71.71,77.57,Wait
Q3_26,2026-05-12,48,81.4,76.2,72.54,79.86,Wait
Q4_26,2026-05-12,30,86.25,78.34,76.01,80.67,Wait
Q4_26,2026-05-12,60,86.25,81.11,78.01,84.22,Wait
Q4_26,2026-05-12,90,86.25,82.3,78.42,86.18,Wait
Q1_27,2026-05-12,30,71.5,67.95,66.02,69.88,Wait
Q1_27,2026-05-12,60,71.5,69.19,66.62,71.77,Wait
Q1_27,2026-05-12,90,71.5,69.73,66.51,72.94,Neutral
Q2_27,2026-05-12,30,37.85,41.64,40.61,42.66,Potential Opportunity
Q2_27,2026-05-12,60,37.85,41.47,40.1,42.83,Potential Opportunity
Q2_27,2026-05-12,90,37.85,40.63,38.93,42.33,Potential Opportunity
YR27,2026-05-12,30,58.45,56.94,55.36,58.52,Neutral
YR27,2026-05-12,60,58.45,57.47,55.36,59.57,Neutral
YR27,2026-05-12,90,58.45,57.7,55.07,60.33,Neutral
YR28,2026-05-12,30,55.0,56.36,54.88,57.85,Neutral
YR28,2026-05-12,60,55.0,55.88,53.9,57.86,Neutral
YR28,2026-05-12,90,55.0,55.68,53.21,58.16,Neutral
