contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-04-07,30,78.08,60.79,58.44,63.13,Wait
Q3_26,2026-04-07,60,78.08,63.38,60.26,66.5,Wait
Q3_26,2026-04-07,90,78.08,65.97,62.07,69.88,Wait
Q4_26,2026-04-07,30,85.64,64.23,60.77,65.91,Wait
Q4_26,2026-04-07,60,85.64,66.69,63.26,70.11,Wait
Q4_26,2026-04-07,90,85.64,70.03,65.75,74.31,Wait
Q1_27,2026-04-07,30,72.79,59.32,57.14,61.5,Wait
Q1_27,2026-04-07,60,72.79,61.34,58.43,64.25,Wait
Q1_27,2026-04-07,90,72.79,63.36,59.72,67.0,Wait
Q2_27,2026-04-07,30,36.54,27.41,25.58,27.41,Wait
Q2_27,2026-04-07,60,36.54,25.58,23.75,25.58,Wait
Q2_27,2026-04-07,90,36.54,23.75,21.93,23.75,Wait
YR27,2026-04-07,30,57.26,52.3,50.76,53.84,Wait
YR27,2026-04-07,60,57.26,53.04,51.28,54.81,Wait
YR27,2026-04-07,90,57.26,53.79,51.79,55.79,Wait
YR28,2026-04-07,30,55.4,52.58,51.03,54.13,Wait
YR28,2026-04-07,60,55.4,53.0,51.22,54.78,Wait
YR28,2026-04-07,90,55.4,53.42,51.41,55.44,Wait
