contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q3_26,2026-05-13,30,82.1,73.89,71.67,76.11,Wait
Q3_26,2026-05-13,47,82.1,75.6,72.65,78.56,Wait
Q3_26,2026-05-13,47,82.1,77.1,73.41,80.8,Wait
Q4_26,2026-05-13,30,88.0,79.2,76.82,81.58,Wait
Q4_26,2026-05-13,60,88.0,81.97,78.8,85.14,Wait
Q4_26,2026-05-13,90,88.0,83.36,79.4,87.32,Wait
Q1_27,2026-05-13,30,72.5,67.65,65.69,69.6,Wait
Q1_27,2026-05-13,60,72.5,69.34,66.73,71.95,Wait
Q1_27,2026-05-13,90,72.5,70.07,66.81,73.34,Wait
Q2_27,2026-05-13,30,38.22,41.28,40.25,42.31,Potential Opportunity
Q2_27,2026-05-13,60,38.22,40.21,38.83,41.58,Potential Opportunity
Q2_27,2026-05-13,90,38.22,39.75,38.03,41.47,Potential Opportunity
YR27,2026-05-13,30,59.1,56.77,55.17,58.37,Wait
YR27,2026-05-13,60,59.1,57.59,55.46,59.71,Neutral
YR27,2026-05-13,90,59.1,57.94,55.28,60.59,Neutral
YR28,2026-05-13,30,55.0,56.25,54.76,57.73,Neutral
YR28,2026-05-13,60,55.0,55.81,53.83,57.79,Neutral
YR28,2026-05-13,90,55.0,55.62,53.15,58.1,Neutral
