contract,forecast_date,horizon_days,current_price,point_forecast,lower_80ci,upper_80ci,signal
Q4_26,2026-08-13,30,109.7,99.79,96.83,102.75,Wait
Q4_26,2026-08-13,47,109.7,103.26,99.31,107.21,Wait
Q4_26,2026-08-13,47,109.7,104.74,99.81,109.68,Wait
Q1_27,2026-08-13,30,90.0,91.56,89.13,93.99,Neutral
Q1_27,2026-08-13,60,90.0,91.02,87.78,94.26,Neutral
Q1_27,2026-08-13,90,90.0,90.78,86.73,94.83,Neutral
Q2_27,2026-08-13,30,47.36,52.1,50.82,53.37,Potential Opportunity
Q2_27,2026-08-13,60,47.36,50.74,49.04,52.45,Potential Opportunity
Q2_27,2026-08-13,90,47.36,49.96,47.83,52.09,Potential Opportunity
YR27,2026-08-13,30,70.5,64.47,62.56,66.37,Wait
YR27,2026-08-13,60,70.5,66.58,64.04,69.12,Wait
YR27,2026-08-13,90,70.5,67.48,64.31,70.66,Wait
YR28,2026-08-13,30,57.55,57.87,56.31,59.42,Neutral
YR28,2026-08-13,60,57.55,57.76,55.69,59.83,Neutral
YR28,2026-08-13,90,57.55,57.71,55.12,60.3,Neutral
